route_id,trip_id,actual_arrival_delay_min,delay_risk,recommended_action,weather_condition,traffic_congestion_index
Route_10,T00978,2,Low,No operational action required,Rain,76
Route_13,T00979,11,Medium,Monitor route conditions,Fog,20
Route_17,T00980,11,Medium,Monitor route conditions,Storm,20
Route_9,T00981,12,Medium,Monitor route conditions,Storm,92
Route_17,T00982,16,High,Adjust service headway,Rain,92
Route_9,T00983,9,Medium,Monitor route conditions,Storm,90
Route_9,T00984,27,Severe,Deploy standby bus,Storm,28
Route_1,T00985,25,High,Adjust service headway,Snow,78
Route_2,T00986,-1,Low,No operational action required,Storm,46
Route_16,T00987,5,Low,No operational action required,Cloudy,11
Route_1,T00988,7,Medium,Monitor route conditions,Clear,57
Route_10,T00989,7,Medium,Monitor route conditions,Rain,40
Route_18,T00990,21,High,Adjust service headway,Rain,18
Route_8,T00991,18,High,Adjust service headway,Cloudy,11
Route_11,T00992,5,Low,No operational action required,Clear,22
Route_2,T00993,16,High,Adjust service headway,Clear,4
Route_8,T00994,17,High,Adjust service headway,Cloudy,25
Route_8,T00995,6,Medium,Monitor route conditions,Fog,62
Route_17,T00996,18,High,Adjust service headway,Fog,51
Route_15,T00997,25,High,Adjust service headway,Clear,9
Route_17,T00998,5,Low,No operational action required,Fog,85
Route_13,T00999,1,Low,No operational action required,Fog,38
Route_19,T01000,7,Medium,Monitor route conditions,Fog,22
Route_5,T01001,-3,Low,No operational action required,Clear,10
Route_12,T01002,-3,Low,No operational action required,Fog,91
Route_1,T01003,1,Low,No operational action required,Rain,94
Route_5,T01004,18,High,Adjust service headway,Snow,71
Route_8,T01005,22,High,Adjust service headway,Clear,47
Route_13,T01006,2,Low,No operational action required,Cloudy,91
Route_8,T01007,28,Severe,Deploy standby bus,Fog,15
Route_11,T01008,7,Medium,Monitor route conditions,Storm,45
Route_1,T01009,6,Medium,Monitor route conditions,Clear,46
Route_13,T01010,27,Severe,Deploy standby bus,Cloudy,94
Route_19,T01011,8,Medium,Monitor route conditions,Snow,47
Route_3,T01012,12,Medium,Monitor route conditions,Rain,79
Route_17,T01013,-1,Low,No operational action required,Cloudy,68
Route_5,T01014,-2,Low,No operational action required,Fog,98
Route_20,T01015,1,Low,No operational action required,Storm,24
Route_8,T01016,7,Medium,Monitor route conditions,Fog,76
Route_14,T01017,21,High,Adjust service headway,Cloudy,92
Route_4,T01018,18,High,Adjust service headway,Clear,90
Route_11,T01019,18,High,Adjust service headway,Storm,80
Route_20,T01020,7,Medium,Monitor route conditions,Storm,36
Route_15,T01021,28,Severe,Deploy standby bus,Cloudy,62
Route_19,T01022,27,Severe,Deploy standby bus,Snow,28
Route_7,T01023,4,Low,No operational action required,Snow,57
Route_19,T01024,16,High,Adjust service headway,Fog,97
Route_19,T01025,0,Low,No operational action required,Cloudy,93
Route_11,T01026,14,Medium,Monitor route conditions,Storm,30
Route_5,T01027,0,Low,No operational action required,Cloudy,85
Route_5,T01028,16,High,Adjust service headway,Storm,88
Route_8,T01029,5,Low,No operational action required,Fog,67
Route_10,T01030,12,Medium,Monitor route conditions,Clear,98
Route_6,T01031,22,High,Adjust service headway,Clear,40
Route_15,T01032,21,High,Adjust service headway,Cloudy,49
Route_16,T01033,0,Low,No operational action required,Storm,43
Route_17,T01034,15,Medium,Monitor route conditions,Clear,8
Route_8,T01035,10,Medium,Monitor route conditions,Storm,58
Route_8,T01036,17,High,Adjust service headway,Fog,89
Route_9,T01037,11,Medium,Monitor route conditions,Cloudy,90
Route_2,T01038,-1,Low,No operational action required,Storm,26
Route_15,T01039,12,Medium,Monitor route conditions,Cloudy,81
Route_18,T01040,10,Medium,Monitor route conditions,Storm,93
Route_3,T01041,5,Low,No operational action required,Snow,58
Route_17,T01042,3,Low,No operational action required,Snow,94
Route_4,T01043,10,Medium,Monitor route conditions,Storm,2
Route_4,T01044,2,Low,No operational action required,Fog,92
Route_14,T01045,17,High,Adjust service headway,Cloudy,6
Route_9,T01046,11,Medium,Monitor route conditions,Rain,81
Route_9,T01047,4,Low,No operational action required,Storm,15
Route_18,T01048,-3,Low,No operational action required,Storm,48
Route_10,T01049,28,Severe,Deploy standby bus,Snow,31
Route_4,T01050,1,Low,No operational action required,Clear,88
Route_12,T01051,26,Severe,Deploy standby bus,Snow,43
Route_8,T01052,18,High,Adjust service headway,Cloudy,95
Route_2,T01053,16,High,Adjust service headway,Snow,18
Route_13,T01054,12,Medium,Monitor route conditions,Rain,2
Route_16,T01055,3,Low,No operational action required,Fog,59
Route_2,T01056,3,Low,No operational action required,Rain,34
Route_11,T01057,-2,Low,No operational action required,Fog,28
Route_10,T01058,10,Medium,Monitor route conditions,Rain,74
Route_15,T01059,27,Severe,Deploy standby bus,Snow,69
Route_17,T01060,10,Medium,Monitor route conditions,Rain,82
Route_8,T01061,1,Low,No operational action required,Snow,44
Route_18,T01062,7,Medium,Monitor route conditions,Snow,26
Route_9,T01063,1,Low,No operational action required,Cloudy,68
Route_8,T01064,25,High,Adjust service headway,Snow,89
Route_14,T01065,7,Medium,Monitor route conditions,Clear,34
Route_18,T01066,1,Low,No operational action required,Rain,18
Route_20,T01067,28,Severe,Deploy standby bus,Storm,16
Route_20,T01068,11,Medium,Monitor route conditions,Storm,34
Route_12,T01069,15,Medium,Monitor route conditions,Storm,76
Route_19,T01070,18,High,Adjust service headway,Clear,77
Route_14,T01071,13,Medium,Monitor route conditions,Snow,29
Route_17,T01072,8,Medium,Monitor route conditions,Rain,47
Route_3,T01073,21,High,Adjust service headway,Fog,56
Route_7,T01074,13,Medium,Monitor route conditions,Fog,16
Route_17,T01075,6,Medium,Monitor route conditions,Cloudy,14
Route_12,T01076,24,High,Adjust service headway,Clear,81
Route_9,T01077,14,Medium,Monitor route conditions,Rain,13
Route_15,T01078,14,Medium,Monitor route conditions,Snow,13
Route_18,T01079,28,Severe,Deploy standby bus,Storm,44
Route_13,T01080,10,Medium,Monitor route conditions,Clear,96
Route_8,T01081,12,Medium,Monitor route conditions,Clear,37
Route_14,T01082,14,Medium,Monitor route conditions,Rain,62
Route_8,T01083,12,Medium,Monitor route conditions,Snow,74
Route_14,T01084,13,Medium,Monitor route conditions,Cloudy,10
Route_7,T01085,3,Low,No operational action required,Snow,47
Route_12,T01086,8,Medium,Monitor route conditions,Cloudy,25
Route_11,T01087,6,Medium,Monitor route conditions,Cloudy,66
Route_11,T01088,1,Low,No operational action required,Storm,24
Route_13,T01089,17,High,Adjust service headway,Storm,80
Route_18,T01090,-1,Low,No operational action required,Rain,60
Route_2,T01091,15,Medium,Monitor route conditions,Snow,85
Route_15,T01092,2,Low,No operational action required,Cloudy,92
Route_20,T01093,10,Medium,Monitor route conditions,Rain,25
Route_18,T01094,0,Low,No operational action required,Cloudy,33
Route_15,T01095,14,Medium,Monitor route conditions,Clear,89
Route_19,T01096,25,High,Adjust service headway,Fog,8
Route_12,T01097,12,Medium,Monitor route conditions,Fog,39
Route_13,T01098,16,High,Adjust service headway,Cloudy,74
Route_11,T01099,20,High,Adjust service headway,Rain,6
Route_5,T01100,15,Medium,Monitor route conditions,Storm,29
Route_1,T01101,0,Low,No operational action required,Snow,65
Route_3,T01102,29,Severe,Deploy standby bus,Cloudy,29
Route_19,T01103,-2,Low,No operational action required,Cloudy,67
Route_7,T01104,9,Medium,Monitor route conditions,Snow,57
Route_12,T01105,26,Severe,Deploy standby bus,Storm,54
Route_15,T01106,26,Severe,Deploy standby bus,Cloudy,13
Route_5,T01107,20,High,Adjust service headway,Clear,76
Route_15,T01108,29,Severe,Deploy standby bus,Storm,88
Route_8,T01109,6,Medium,Monitor route conditions,Clear,76
Route_10,T01110,14,Medium,Monitor route conditions,Fog,76
Route_16,T01111,15,Medium,Monitor route conditions,Snow,36
Route_8,T01112,3,Low,No operational action required,Storm,43
Route_1,T01113,15,Medium,Monitor route conditions,Storm,5
Route_12,T01114,20,High,Adjust service headway,Rain,25
Route_5,T01115,11,Medium,Monitor route conditions,Rain,13
Route_3,T01116,19,High,Adjust service headway,Snow,7
Route_1,T01117,0,Low,No operational action required,Storm,23
Route_4,T01118,0,Low,No operational action required,Fog,85
Route_8,T01119,1,Low,No operational action required,Cloudy,38
Route_3,T01120,19,High,Adjust service headway,Snow,48
Route_10,T01121,7,Medium,Monitor route conditions,Snow,84
Route_2,T01122,7,Medium,Monitor route conditions,Rain,62
Route_11,T01123,9,Medium,Monitor route conditions,Fog,25
Route_10,T01124,10,Medium,Monitor route conditions,Snow,9
Route_14,T01125,4,Low,No operational action required,Fog,76
Route_7,T01126,21,High,Adjust service headway,Snow,57
Route_2,T01127,14,Medium,Monitor route conditions,Rain,13
Route_9,T01128,14,Medium,Monitor route conditions,Cloudy,72
Route_16,T01129,6,Medium,Monitor route conditions,Rain,70
Route_13,T01130,3,Low,No operational action required,Snow,38
Route_9,T01131,10,Medium,Monitor route conditions,Fog,30
Route_20,T01132,11,Medium,Monitor route conditions,Clear,49
Route_4,T01133,12,Medium,Monitor route conditions,Rain,15
Route_10,T01134,-2,Low,No operational action required,Fog,71
Route_12,T01135,26,Severe,Deploy standby bus,Rain,50
Route_17,T01136,26,Severe,Deploy standby bus,Snow,14
Route_14,T01137,14,Medium,Monitor route conditions,Fog,88
Route_14,T01138,27,Severe,Deploy standby bus,Cloudy,37
Route_2,T01139,9,Medium,Monitor route conditions,Fog,78
Route_20,T01140,16,High,Adjust service headway,Storm,88
Route_11,T01141,19,High,Adjust service headway,Clear,70
Route_16,T01142,29,Severe,Deploy standby bus,Snow,89
Route_19,T01143,16,High,Adjust service headway,Fog,71
Route_6,T01144,-1,Low,No operational action required,Snow,81
Route_19,T01145,4,Low,No operational action required,Rain,20
Route_5,T01146,28,Severe,Deploy standby bus,Rain,15
Route_4,T01147,25,High,Adjust service headway,Fog,66
Route_15,T01148,3,Low,No operational action required,Storm,64
Route_4,T01149,-2,Low,No operational action required,Fog,12
Route_20,T01150,17,High,Adjust service headway,Cloudy,63
Route_10,T01151,2,Low,No operational action required,Storm,60
Route_3,T01152,24,High,Adjust service headway,Snow,31
Route_5,T01153,28,Severe,Deploy standby bus,Fog,11
Route_6,T01154,5,Low,No operational action required,Snow,94
Route_8,T01155,7,Medium,Monitor route conditions,Clear,40
Route_7,T01156,19,High,Adjust service headway,Storm,65
Route_10,T01157,7,Medium,Monitor route conditions,Fog,7
Route_6,T01158,-2,Low,No operational action required,Clear,58
Route_14,T01159,-1,Low,No operational action required,Fog,24
Route_4,T01160,7,Medium,Monitor route conditions,Cloudy,4
Route_13,T01161,11,Medium,Monitor route conditions,Rain,44
Route_20,T01162,7,Medium,Monitor route conditions,Snow,1
Route_17,T01163,27,Severe,Deploy standby bus,Fog,41
Route_7,T01164,24,High,Adjust service headway,Storm,37
Route_4,T01165,24,High,Adjust service headway,Fog,2
Route_14,T01166,28,Severe,Deploy standby bus,Fog,45
Route_3,T01167,21,High,Adjust service headway,Fog,21
Route_5,T01168,16,High,Adjust service headway,Fog,32
Route_16,T01169,24,High,Adjust service headway,Storm,31
Route_20,T01170,21,High,Adjust service headway,Storm,16
Route_4,T01171,7,Medium,Monitor route conditions,Fog,81
Route_2,T01172,15,Medium,Monitor route conditions,Rain,55
Route_18,T01173,24,High,Adjust service headway,Fog,2
Route_19,T01174,-3,Low,No operational action required,Snow,69
Route_19,T01175,1,Low,No operational action required,Snow,48
Route_17,T01176,6,Medium,Monitor route conditions,Storm,54
Route_14,T01177,-2,Low,No operational action required,Snow,76
Route_19,T01178,14,Medium,Monitor route conditions,Snow,30
Route_13,T01179,9,Medium,Monitor route conditions,Cloudy,80
Route_12,T01180,1,Low,No operational action required,Fog,20
Route_6,T01181,16,High,Adjust service headway,Fog,15
Route_4,T01182,-2,Low,No operational action required,Fog,16
Route_19,T01183,7,Medium,Monitor route conditions,Fog,95
Route_16,T01184,26,Severe,Deploy standby bus,Clear,0
Route_13,T01185,28,Severe,Deploy standby bus,Fog,71
Route_4,T01186,28,Severe,Deploy standby bus,Storm,64
Route_17,T01187,24,High,Adjust service headway,Storm,65
Route_1,T01188,6,Medium,Monitor route conditions,Clear,36
Route_18,T01189,18,High,Adjust service headway,Fog,23
Route_20,T01190,13,Medium,Monitor route conditions,Rain,90
Route_17,T01191,18,High,Adjust service headway,Fog,83
Route_15,T01192,15,Medium,Monitor route conditions,Storm,61
Route_11,T01193,13,Medium,Monitor route conditions,Cloudy,20
Route_13,T01194,20,High,Adjust service headway,Snow,36
Route_1,T01195,28,Severe,Deploy standby bus,Cloudy,34
Route_17,T01196,24,High,Adjust service headway,Rain,37
Route_6,T01197,10,Medium,Monitor route conditions,Fog,52
Route_4,T01198,2,Low,No operational action required,Clear,14
Route_20,T01199,5,Low,No operational action required,Fog,41
Route_16,T01200,17,High,Adjust service headway,Rain,93
Route_15,T01201,8,Medium,Monitor route conditions,Rain,3
Route_15,T01202,26,Severe,Deploy standby bus,Snow,38
Route_6,T01203,27,Severe,Deploy standby bus,Rain,78
Route_15,T01204,0,Low,No operational action required,Cloudy,22
Route_14,T01205,27,Severe,Deploy standby bus,Snow,14
Route_11,T01206,23,High,Adjust service headway,Fog,89
Route_7,T01207,21,High,Adjust service headway,Fog,11
Route_9,T01208,1,Low,No operational action required,Clear,81
Route_16,T01209,2,Low,No operational action required,Rain,69
Route_5,T01210,1,Low,No operational action required,Rain,81
Route_20,T01211,23,High,Adjust service headway,Storm,53
Route_10,T01212,4,Low,No operational action required,Snow,87
Route_18,T01213,5,Low,No operational action required,Storm,37
Route_3,T01214,11,Medium,Monitor route conditions,Snow,27
Route_13,T01215,3,Low,No operational action required,Cloudy,78
Route_11,T01216,28,Severe,Deploy standby bus,Snow,18
Route_17,T01217,4,Low,No operational action required,Fog,68
Route_13,T01218,11,Medium,Monitor route conditions,Clear,63
Route_6,T01219,15,Medium,Monitor route conditions,Snow,3
Route_17,T01220,2,Low,No operational action required,Snow,80
Route_13,T01221,15,Medium,Monitor route conditions,Snow,9
Route_19,T01222,24,High,Adjust service headway,Clear,11
Route_19,T01223,13,Medium,Monitor route conditions,Rain,68
Route_10,T01224,15,Medium,Monitor route conditions,Clear,6
Route_3,T01225,27,Severe,Deploy standby bus,Rain,43
Route_14,T01226,7,Medium,Monitor route conditions,Fog,22
Route_19,T01227,11,Medium,Monitor route conditions,Clear,1
Route_5,T01228,6,Medium,Monitor route conditions,Rain,93
Route_5,T01229,19,High,Adjust service headway,Fog,36
Route_20,T01230,-1,Low,No operational action required,Fog,68
Route_17,T01231,-1,Low,No operational action required,Rain,19
Route_10,T01232,14,Medium,Monitor route conditions,Rain,89
Route_5,T01233,21,High,Adjust service headway,Cloudy,43
Route_4,T01234,16,High,Adjust service headway,Fog,69
Route_6,T01235,25,High,Adjust service headway,Rain,92
Route_4,T01236,18,High,Adjust service headway,Fog,73
Route_7,T01237,11,Medium,Monitor route conditions,Clear,50
Route_7,T01238,6,Medium,Monitor route conditions,Storm,79
Route_18,T01239,17,High,Adjust service headway,Storm,97
Route_3,T01240,25,High,Adjust service headway,Snow,30
Route_1,T01241,28,Severe,Deploy standby bus,Rain,99
Route_4,T01242,6,Medium,Monitor route conditions,Rain,40
Route_6,T01243,9,Medium,Monitor route conditions,Fog,57
Route_9,T01244,19,High,Adjust service headway,Snow,4
Route_14,T01245,19,High,Adjust service headway,Rain,32
Route_12,T01246,27,Severe,Deploy standby bus,Fog,42
Route_20,T01247,0,Low,No operational action required,Rain,18
Route_4,T01248,-1,Low,No operational action required,Fog,31
Route_12,T01249,17,High,Adjust service headway,Rain,86
Route_10,T01250,-2,Low,No operational action required,Cloudy,2
Route_7,T01251,0,Low,No operational action required,Fog,0
Route_3,T01252,-3,Low,No operational action required,Cloudy,99
Route_14,T01253,11,Medium,Monitor route conditions,Cloudy,40
Route_10,T01254,29,Severe,Deploy standby bus,Cloudy,91
Route_16,T01255,2,Low,No operational action required,Cloudy,47
Route_16,T01256,3,Low,No operational action required,Clear,38
Route_10,T01257,15,Medium,Monitor route conditions,Snow,4
Route_13,T01258,-3,Low,No operational action required,Storm,76
Route_6,T01259,15,Medium,Monitor route conditions,Clear,10
Route_12,T01260,22,High,Adjust service headway,Rain,21
Route_9,T01261,8,Medium,Monitor route conditions,Rain,86
Route_13,T01262,18,High,Adjust service headway,Snow,63
Route_4,T01263,9,Medium,Monitor route conditions,Storm,11
Route_11,T01264,24,High,Adjust service headway,Storm,52
Route_20,T01265,10,Medium,Monitor route conditions,Storm,54
Route_18,T01266,18,High,Adjust service headway,Cloudy,52
Route_11,T01267,26,Severe,Deploy standby bus,Clear,20
Route_4,T01268,16,High,Adjust service headway,Rain,18
Route_18,T01269,23,High,Adjust service headway,Clear,68
Route_1,T01270,-3,Low,No operational action required,Clear,87
Route_7,T01271,11,Medium,Monitor route conditions,Clear,93
Route_6,T01272,28,Severe,Deploy standby bus,Storm,71
Route_15,T01273,4,Low,No operational action required,Snow,65
Route_18,T01274,29,Severe,Deploy standby bus,Snow,58
Route_11,T01275,14,Medium,Monitor route conditions,Storm,48
Route_20,T01276,25,High,Adjust service headway,Rain,97
Route_15,T01277,28,Severe,Deploy standby bus,Rain,58
Route_16,T01278,29,Severe,Deploy standby bus,Rain,22
Route_7,T01279,1,Low,No operational action required,Snow,2
Route_10,T01280,14,Medium,Monitor route conditions,Snow,55
Route_12,T01281,6,Medium,Monitor route conditions,Clear,57
Route_14,T01282,29,Severe,Deploy standby bus,Storm,87
Route_5,T01283,19,High,Adjust service headway,Cloudy,61
Route_18,T01284,1,Low,No operational action required,Clear,17
Route_5,T01285,20,High,Adjust service headway,Fog,60
Route_3,T01286,13,Medium,Monitor route conditions,Snow,36
Route_5,T01287,27,Severe,Deploy standby bus,Clear,53
Route_17,T01288,3,Low,No operational action required,Storm,94
Route_19,T01289,13,Medium,Monitor route conditions,Fog,77
Route_19,T01290,24,High,Adjust service headway,Clear,64
Route_12,T01291,18,High,Adjust service headway,Storm,13
Route_9,T01292,11,Medium,Monitor route conditions,Storm,4
Route_1,T01293,11,Medium,Monitor route conditions,Snow,94
Route_18,T01294,21,High,Adjust service headway,Cloudy,94
Route_4,T01295,17,High,Adjust service headway,Clear,93
Route_10,T01296,-2,Low,No operational action required,Storm,99
Route_7,T01297,23,High,Adjust service headway,Rain,61
Route_1,T01298,28,Severe,Deploy standby bus,Storm,0
Route_17,T01299,17,High,Adjust service headway,Cloudy,62
Route_2,T01300,0,Low,No operational action required,Storm,66
Route_11,T01301,15,Medium,Monitor route conditions,Snow,19
Route_9,T01302,-2,Low,No operational action required,Clear,42
Route_7,T01303,22,High,Adjust service headway,Snow,84
Route_17,T01304,10,Medium,Monitor route conditions,Clear,93
Route_17,T01305,11,Medium,Monitor route conditions,Fog,41
Route_2,T01306,16,High,Adjust service headway,Clear,93
Route_6,T01307,15,Medium,Monitor route conditions,Fog,68
Route_14,T01308,5,Low,No operational action required,Snow,73
Route_6,T01309,3,Low,No operational action required,Rain,87
Route_2,T01310,26,Severe,Deploy standby bus,Cloudy,38
Route_1,T01311,9,Medium,Monitor route conditions,Rain,61
Route_10,T01312,23,High,Adjust service headway,Fog,47
Route_5,T01313,9,Medium,Monitor route conditions,Storm,5
Route_2,T01314,11,Medium,Monitor route conditions,Storm,73
Route_16,T01315,5,Low,No operational action required,Rain,41
Route_2,T01316,19,High,Adjust service headway,Storm,57
Route_10,T01317,-1,Low,No operational action required,Fog,42
Route_2,T01318,15,Medium,Monitor route conditions,Snow,9
Route_16,T01319,24,High,Adjust service headway,Cloudy,88
Route_16,T01320,19,High,Adjust service headway,Clear,77
Route_19,T01321,3,Low,No operational action required,Fog,38
Route_7,T01322,8,Medium,Monitor route conditions,Fog,12
Route_12,T01323,10,Medium,Monitor route conditions,Clear,74
Route_15,T01324,11,Medium,Monitor route conditions,Clear,38
Route_8,T01325,-1,Low,No operational action required,Cloudy,10
Route_6,T01326,11,Medium,Monitor route conditions,Cloudy,15
Route_10,T01327,20,High,Adjust service headway,Cloudy,32
Route_3,T01328,4,Low,No operational action required,Storm,59
Route_19,T01329,1,Low,No operational action required,Fog,95
Route_17,T01330,0,Low,No operational action required,Snow,58
Route_7,T01331,10,Medium,Monitor route conditions,Clear,73
Route_20,T01332,12,Medium,Monitor route conditions,Fog,50
Route_4,T01333,16,High,Adjust service headway,Fog,14
Route_14,T01334,20,High,Adjust service headway,Cloudy,79
Route_20,T01335,2,Low,No operational action required,Cloudy,42
Route_15,T01336,27,Severe,Deploy standby bus,Fog,26
Route_8,T01337,2,Low,No operational action required,Cloudy,55
Route_15,T01338,11,Medium,Monitor route conditions,Storm,59
Route_20,T01339,25,High,Adjust service headway,Clear,95
Route_14,T01340,-1,Low,No operational action required,Fog,69
Route_9,T01341,7,Medium,Monitor route conditions,Clear,46
Route_8,T01342,-1,Low,No operational action required,Storm,99
Route_17,T01343,24,High,Adjust service headway,Cloudy,7
Route_2,T01344,6,Medium,Monitor route conditions,Rain,62
Route_3,T01345,29,Severe,Deploy standby bus,Storm,88
Route_8,T01346,12,Medium,Monitor route conditions,Rain,6
Route_12,T01347,6,Medium,Monitor route conditions,Clear,80
Route_1,T01348,29,Severe,Deploy standby bus,Fog,93
Route_10,T01349,-1,Low,No operational action required,Cloudy,1
Route_20,T01350,1,Low,No operational action required,Storm,16
Route_3,T01351,8,Medium,Monitor route conditions,Cloudy,3
Route_6,T01352,9,Medium,Monitor route conditions,Rain,25
Route_7,T01353,20,High,Adjust service headway,Rain,77
Route_20,T01354,28,Severe,Deploy standby bus,Snow,71
Route_18,T01355,12,Medium,Monitor route conditions,Fog,68
Route_11,T01356,28,Severe,Deploy standby bus,Rain,4
Route_19,T01357,17,High,Adjust service headway,Fog,4
Route_5,T01358,8,Medium,Monitor route conditions,Snow,90
Route_19,T01359,17,High,Adjust service headway,Storm,68
Route_11,T01360,17,High,Adjust service headway,Snow,2
Route_12,T01361,2,Low,No operational action required,Fog,37
Route_10,T01362,5,Low,No operational action required,Rain,93
Route_8,T01363,-3,Low,No operational action required,Clear,0
Route_9,T01364,8,Medium,Monitor route conditions,Fog,7
Route_4,T01365,10,Medium,Monitor route conditions,Cloudy,12
Route_5,T01366,2,Low,No operational action required,Clear,83
Route_8,T01367,-3,Low,No operational action required,Fog,69
Route_9,T01368,18,High,Adjust service headway,Cloudy,49
Route_15,T01369,7,Medium,Monitor route conditions,Snow,7
Route_15,T01370,-1,Low,No operational action required,Clear,29
Route_16,T01371,2,Low,No operational action required,Fog,39
Route_14,T01372,2,Low,No operational action required,Storm,78
Route_8,T01373,16,High,Adjust service headway,Snow,73
Route_18,T01374,17,High,Adjust service headway,Cloudy,32
Route_10,T01375,-2,Low,No operational action required,Storm,72
Route_20,T01376,22,High,Adjust service headway,Rain,51
Route_6,T01377,27,Severe,Deploy standby bus,Snow,32
Route_12,T01378,22,High,Adjust service headway,Snow,72
Route_2,T01379,28,Severe,Deploy standby bus,Fog,77
Route_7,T01380,6,Medium,Monitor route conditions,Fog,95
Route_16,T01381,19,High,Adjust service headway,Cloudy,36
Route_3,T01382,2,Low,No operational action required,Snow,69
Route_13,T01383,19,High,Adjust service headway,Fog,68
Route_3,T01384,24,High,Adjust service headway,Rain,3
Route_18,T01385,26,Severe,Deploy standby bus,Fog,59
Route_11,T01386,10,Medium,Monitor route conditions,Snow,79
Route_8,T01387,28,Severe,Deploy standby bus,Clear,73
Route_6,T01388,18,High,Adjust service headway,Storm,30
Route_1,T01389,27,Severe,Deploy standby bus,Snow,94
Route_1,T01390,3,Low,No operational action required,Rain,13
Route_8,T01391,17,High,Adjust service headway,Snow,76
Route_5,T01392,12,Medium,Monitor route conditions,Rain,59
Route_16,T01393,16,High,Adjust service headway,Snow,67
Route_11,T01394,15,Medium,Monitor route conditions,Storm,25
Route_5,T01395,28,Severe,Deploy standby bus,Storm,23
Route_4,T01396,11,Medium,Monitor route conditions,Rain,55
Route_6,T01397,1,Low,No operational action required,Snow,8
Route_14,T01398,7,Medium,Monitor route conditions,Storm,34
Route_19,T01399,11,Medium,Monitor route conditions,Cloudy,78
Route_9,T01400,25,High,Adjust service headway,Snow,23
Route_12,T01401,0,Low,No operational action required,Storm,30
Route_11,T01402,19,High,Adjust service headway,Clear,82
Route_14,T01403,11,Medium,Monitor route conditions,Clear,65
Route_16,T01404,-1,Low,No operational action required,Cloudy,65
Route_1,T01405,28,Severe,Deploy standby bus,Storm,40
Route_13,T01406,6,Medium,Monitor route conditions,Clear,35
Route_13,T01407,18,High,Adjust service headway,Snow,33
Route_2,T01408,10,Medium,Monitor route conditions,Fog,38
Route_4,T01409,13,Medium,Monitor route conditions,Storm,82
Route_6,T01410,17,High,Adjust service headway,Cloudy,22
Route_5,T01411,11,Medium,Monitor route conditions,Storm,79
Route_3,T01412,11,Medium,Monitor route conditions,Rain,43
Route_1,T01413,-3,Low,No operational action required,Rain,69
Route_4,T01414,20,High,Adjust service headway,Clear,57
Route_20,T01415,8,Medium,Monitor route conditions,Rain,58
Route_2,T01416,6,Medium,Monitor route conditions,Cloudy,25
Route_5,T01417,27,Severe,Deploy standby bus,Clear,21
Route_3,T01418,7,Medium,Monitor route conditions,Cloudy,87
Route_9,T01419,12,Medium,Monitor route conditions,Snow,39
Route_20,T01420,5,Low,No operational action required,Cloudy,84
Route_6,T01421,10,Medium,Monitor route conditions,Rain,93
Route_18,T01422,15,Medium,Monitor route conditions,Snow,10
Route_6,T01423,27,Severe,Deploy standby bus,Rain,8
Route_19,T01424,5,Low,No operational action required,Cloudy,11
Route_12,T01425,22,High,Adjust service headway,Rain,25
Route_11,T01426,4,Low,No operational action required,Rain,37
Route_2,T01427,20,High,Adjust service headway,Rain,2
Route_15,T01428,4,Low,No operational action required,Storm,96
Route_12,T01429,15,Medium,Monitor route conditions,Snow,14
Route_12,T01430,26,Severe,Deploy standby bus,Snow,46
Route_9,T01431,18,High,Adjust service headway,Snow,4
Route_2,T01432,5,Low,No operational action required,Cloudy,53
Route_3,T01433,0,Low,No operational action required,Fog,23
Route_12,T01434,4,Low,No operational action required,Cloudy,10
Route_16,T01435,-3,Low,No operational action required,Snow,32
Route_1,T01436,24,High,Adjust service headway,Clear,86
Route_3,T01437,2,Low,No operational action required,Rain,73
Route_20,T01438,7,Medium,Monitor route conditions,Rain,56
Route_2,T01439,1,Low,No operational action required,Fog,51
Route_9,T01440,20,High,Adjust service headway,Clear,63
Route_19,T01441,14,Medium,Monitor route conditions,Storm,42
Route_15,T01442,16,High,Adjust service headway,Cloudy,91
Route_18,T01443,24,High,Adjust service headway,Storm,80
Route_11,T01444,9,Medium,Monitor route conditions,Clear,43
Route_16,T01445,1,Low,No operational action required,Fog,89
Route_17,T01446,26,Severe,Deploy standby bus,Clear,88
Route_5,T01447,-3,Low,No operational action required,Fog,35
Route_12,T01448,18,High,Adjust service headway,Storm,11
Route_11,T01449,14,Medium,Monitor route conditions,Storm,55
Route_15,T01450,1,Low,No operational action required,Clear,2
Route_3,T01451,27,Severe,Deploy standby bus,Clear,49
Route_1,T01452,2,Low,No operational action required,Rain,28
Route_20,T01453,23,High,Adjust service headway,Fog,87
Route_16,T01454,21,High,Adjust service headway,Rain,82
Route_2,T01455,25,High,Adjust service headway,Cloudy,76
Route_2,T01456,24,High,Adjust service headway,Cloudy,15
Route_3,T01457,12,Medium,Monitor route conditions,Clear,39
Route_8,T01458,8,Medium,Monitor route conditions,Storm,26
Route_15,T01459,16,High,Adjust service headway,Cloudy,69
Route_7,T01460,14,Medium,Monitor route conditions,Cloudy,41
Route_6,T01461,19,High,Adjust service headway,Rain,56
Route_9,T01462,23,High,Adjust service headway,Rain,9
Route_20,T01463,13,Medium,Monitor route conditions,Cloudy,37
Route_1,T01464,17,High,Adjust service headway,Clear,7
Route_8,T01465,27,Severe,Deploy standby bus,Rain,17
Route_3,T01466,-1,Low,No operational action required,Cloudy,95
